dataset,clip_id,frame_id,selected_state,selected_label,observed_candidate_minus_baseline_mm
original_development,Akzeptieren,166,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Akzeptieren,168,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Akzeptieren,170,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Akzeptieren,172,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Akzeptieren,174,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Akzeptieren,176,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Akzeptieren,178,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Akzeptieren,180,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Akzeptieren,182,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Akzeptieren,184,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,AufgebenResignieren,122,1,m1_alpha_1p0,-1.1188983917236328
original_development,AufgebenResignieren,124,1,m1_alpha_1p0,-0.7483530044555664
original_development,AufgebenResignieren,126,1,m1_alpha_1p0,-1.8416986465454102
original_development,AufgebenResignieren,128,1,m1_alpha_1p0,-0.18099594116210938
original_development,AufgebenResignieren,130,1,m1_alpha_1p0,-0.7309856414794922
original_development,AufgebenResignieren,132,1,m1_alpha_1p0,-0.9916849136352539
original_development,AufgebenResignieren,134,1,m1_alpha_1p0,-0.7271547317504883
original_development,AufgebenResignieren,136,1,m1_alpha_1p0,-0.6288480758666992
original_development,AufgebenResignieren,138,1,m1_alpha_1p0,-0.6271381378173828
original_development,AufgebenResignieren,140,1,m1_alpha_1p0,-0.7590789794921875
original_development,AufgebenResignieren,142,1,m1_alpha_1p0,-1.3624143600463867
original_development,AufgebenResignieren,144,1,m1_alpha_1p0,-0.8970069885253906
original_development,AufgebenResignieren,146,1,m1_alpha_1p0,0.14480304718017578
original_development,AufgebenResignieren,148,1,m1_alpha_1p0,-0.972813606262207
original_development,AufgebenResignieren,150,1,m1_alpha_1p0,-1.2295875549316406
original_development,AufgebenResignieren,152,1,m1_alpha_1p0,-1.4267406463623047
original_development,AufgebenResignieren,154,1,m1_alpha_1p0,-1.7353324890136719
original_development,AufgebenResignieren,156,1,m1_alpha_1p0,-1.0931901931762695
original_development,AufgebenResignieren,158,1,m1_alpha_1p0,-0.9805364608764648
original_development,AufgebenResignieren,160,1,m1_alpha_1p0,-1.2991304397583008
original_development,AufgebenResignieren,162,1,m1_alpha_1p0,-1.3798847198486328
original_development,AufgebenResignieren,164,1,m1_alpha_1p0,-0.406646728515625
original_development,AufgebenResignieren,166,1,m1_alpha_1p0,-1.2949800491333008
original_development,AufgebenResignieren,168,1,m1_alpha_1p0,-0.5212993621826172
original_development,AufgebenResignieren,170,1,m1_alpha_1p0,-1.5153865814208984
original_development,AufgebenResignieren,172,1,m1_alpha_1p0,-0.6258373260498047
original_development,AufgebenResignieren,174,1,m1_alpha_1p0,-0.7742013931274414
original_development,AufgebenResignieren,176,1,m1_alpha_1p0,-1.7633800506591797
original_development,AufgebenResignieren,178,1,m1_alpha_1p0,-0.5373773574829102
original_development,AufgebenResignieren,180,1,m1_alpha_1p0,-1.5468111038208008
original_development,AufgebenResignieren,182,1,m1_alpha_1p0,-0.6336135864257812
original_development,AufgebenResignieren,184,1,m1_alpha_1p0,-1.796647071838379
original_development,AufgebenResignieren,186,1,m1_alpha_1p0,-0.5957269668579102
original_development,AufgebenResignieren,188,1,m1_alpha_1p0,-1.3471860885620117
original_development,AusgebenGeldVerschwenden,120,1,m1_alpha_1p0,-3.3279762268066406
original_development,AusgebenGeldVerschwenden,122,1,m1_alpha_1p0,-2.8630495071411133
original_development,AusgebenGeldVerschwenden,124,1,m1_alpha_1p0,-2.2147645950317383
original_development,AusgebenGeldVerschwenden,126,1,m1_alpha_1p0,-2.1856555938720703
original_development,AusgebenGeldVerschwenden,128,1,m1_alpha_1p0,-2.850069999694824
original_development,AusgebenGeldVerschwenden,130,1,m1_alpha_1p0,-3.2694520950317383
original_development,AusgebenGeldVerschwenden,132,1,m1_alpha_1p0,-3.2912425994873047
original_development,AusgebenGeldVerschwenden,134,1,m1_alpha_1p0,-2.702237129211426
original_development,AusgebenGeldVerschwenden,136,1,m1_alpha_1p0,-2.6046924591064453
original_development,AusgebenGeldVerschwenden,138,1,m1_alpha_1p0,-2.6328067779541016
original_development,AusgebenGeldVerschwenden,140,1,m1_alpha_1p0,-2.396221160888672
original_development,AusgebenGeldVerschwenden,142,1,m1_alpha_1p0,-1.975306510925293
original_development,AusgebenGeldVerschwenden,144,1,m1_alpha_1p0,-2.2063112258911133
original_development,AusgebenGeldVerschwenden,146,1,m1_alpha_1p0,-2.644224166870117
original_development,AusgebenGeldVerschwenden,148,1,m1_alpha_1p0,-3.4354591369628906
original_development,AusgebenGeldVerschwenden,150,1,m1_alpha_1p0,-3.038320541381836
original_development,AusgebenGeldVerschwenden,152,1,m1_alpha_1p0,-3.4460535049438477
original_development,AusgebenGeldVerschwenden,154,1,m1_alpha_1p0,-3.5341577529907227
original_development,AusgebenGeldVerschwenden,156,1,m1_alpha_1p0,-3.05255126953125
original_development,Auto,104,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,106,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,108,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,110,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,112,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,114,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,116,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,118,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,120,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,122,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,124,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,126,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,128,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,130,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,132,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,134,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,136,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,138,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,140,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,142,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,144,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,146,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,148,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,150,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,152,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,154,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,156,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,158,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,160,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,162,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,164,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,166,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,168,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,170,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Auto,172,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,BesuchenEinmischen,172,1,m1_alpha_1p0,-1.8728599548339844
original_development,BesuchenEinmischen,174,1,m1_alpha_1p0,-2.8764877319335938
original_development,BesuchenEinmischen,176,1,m1_alpha_1p0,3.6389312744140625
original_development,BesuchenEinmischen,178,1,m1_alpha_1p0,-5.210353851318359
original_development,BesuchenEinmischen,180,1,m1_alpha_1p0,-4.594438552856445
original_development,BesuchenEinmischen,182,1,m1_alpha_1p0,3.2286739349365234
original_development,BesuchenEinmischen,184,1,m1_alpha_1p0,-3.2645263671875
original_development,BesuchenEinmischen,186,1,m1_alpha_1p0,2.592081069946289
original_development,BesuchenEinmischen,188,1,m1_alpha_1p0,-4.144862174987793
original_development,BesuchenEinmischen,190,1,m1_alpha_1p0,2.9988842010498047
original_development,BesuchenEinmischen,192,1,m1_alpha_1p0,-4.2385711669921875
original_development,BesuchenEinmischen,194,1,m1_alpha_1p0,3.0499114990234375
original_development,BesuchenEinmischen,196,1,m1_alpha_1p0,-4.403286933898926
original_development,BesuchenEinmischen,198,1,m1_alpha_1p0,-1.5168476104736328
original_development,BesuchenEinmischen,200,1,m1_alpha_1p0,-3.8465919494628906
original_development,BesuchenEinmischen,202,1,m1_alpha_1p0,0.4418067932128906
original_development,BesuchenEinmischen,204,1,m1_alpha_1p0,-2.2649917602539062
original_development,BesuchenEinmischen,206,1,m1_alpha_1p0,-0.4030170440673828
original_development,BesuchenEinmischen,208,1,m1_alpha_1p0,-3.3341245651245117
original_development,Boese,127,3,m1_alpha_3p0,8.737834930419922
original_development,Boese,129,3,m1_alpha_3p0,-12.244709014892578
original_development,Boese,131,3,m1_alpha_3p0,-11.456214904785156
original_development,Boese,133,3,m1_alpha_3p0,9.246391296386719
original_development,Boese,135,3,m1_alpha_3p0,-13.168346405029297
original_development,Boese,137,3,m1_alpha_3p0,9.72781753540039
original_development,Boese,139,3,m1_alpha_3p0,-1.0462188720703125
original_development,Boese,141,3,m1_alpha_3p0,-11.505462646484375
original_development,Boese,143,3,m1_alpha_3p0,11.146869659423828
original_development,Boese,145,3,m1_alpha_3p0,-12.950916290283203
original_development,Boese,147,3,m1_alpha_3p0,-11.104415893554688
original_development,Boese,149,3,m1_alpha_3p0,9.277290344238281
original_development,Boese,151,3,m1_alpha_3p0,-13.227653503417969
original_development,Boese,153,3,m1_alpha_3p0,7.615394592285156
original_development,Boese,155,3,m1_alpha_3p0,-12.492828369140625
original_development,Boese,157,3,m1_alpha_3p0,-13.582450866699219
original_development,Boese,159,3,m1_alpha_3p0,8.812740325927734
original_development,Boese,161,3,m1_alpha_3p0,-14.094230651855469
original_development,Boese,163,3,m1_alpha_3p0,4.598217010498047
original_development,BroetchenAufschneiden,151,1,m1_alpha_1p0,-0.520939826965332
original_development,BroetchenAufschneiden,153,1,m1_alpha_1p0,0.7257194519042969
original_development,BroetchenAufschneiden,155,1,m1_alpha_1p0,-1.1902055740356445
original_development,BroetchenAufschneiden,157,1,m1_alpha_1p0,1.263101577758789
original_development,BroetchenAufschneiden,159,1,m1_alpha_1p0,-1.0771808624267578
original_development,BroetchenAufschneiden,161,1,m1_alpha_1p0,-0.8908100128173828
original_development,BroetchenAufschneiden,163,1,m1_alpha_1p0,1.23651123046875
original_development,BroetchenAufschneiden,165,1,m1_alpha_1p0,-1.2250375747680664
original_development,BroetchenAufschneiden,167,1,m1_alpha_1p0,1.7111759185791016
original_development,BroetchenAufschneiden,169,1,m1_alpha_1p0,-1.3596277236938477
original_development,BroetchenAufschneiden,171,1,m1_alpha_1p0,0.9269199371337891
original_development,BroetchenAufschneiden,173,1,m1_alpha_1p0,-0.047812461853027344
original_development,BroetchenAufschneiden,175,1,m1_alpha_1p0,-0.7095003128051758
original_development,BroetchenAufschneiden,177,1,m1_alpha_1p0,-0.8940925598144531
original_development,BroetchenAufschneiden,179,1,m1_alpha_1p0,-1.0198564529418945
original_development,BroetchenAufschneiden,181,1,m1_alpha_1p0,1.2078361511230469
original_development,BroetchenAufschneiden,183,1,m1_alpha_1p0,-1.575840950012207
original_development,BroetchenAufschneiden,185,1,m1_alpha_1p0,-0.8301792144775391
original_development,BroetchenAufschneiden,187,1,m1_alpha_1p0,0.5891733169555664
original_development,BroetchenAufschneiden,189,1,m1_alpha_1p0,-1.4306344985961914
original_development,BroetchenAufschneiden,191,1,m1_alpha_1p0,-1.0183486938476562
original_development,BroetchenAufschneiden,193,1,m1_alpha_1p0,0.4309206008911133
original_development,BroetchenAufschneiden,195,1,m1_alpha_1p0,0.6984796524047852
original_development,BroetchenAufschneiden,197,1,m1_alpha_1p0,-0.8060111999511719
original_development,BroetchenAufschneiden,199,1,m1_alpha_1p0,1.5323705673217773
original_development,BroetchenAufschneiden,201,1,m1_alpha_1p0,-1.0437383651733398
original_development,BroetchenAufschneiden,203,1,m1_alpha_1p0,1.1508970260620117
original_development,BroetchenAufschneiden,205,1,m1_alpha_1p0,-1.2175025939941406
original_development,BroetchenAufschneiden,207,1,m1_alpha_1p0,-1.1525850296020508
original_development,BroetchenAufschneiden,209,1,m1_alpha_1p0,-1.040980339050293
original_development,BroetchenAufschneiden,211,1,m1_alpha_1p0,1.6471433639526367
original_development,BroetchenAufschneiden,213,1,m1_alpha_1p0,-0.8013505935668945
original_development,BroetchenAufschneiden,215,1,m1_alpha_1p0,-0.9026269912719727
original_development,BroetchenAufschneiden,217,1,m1_alpha_1p0,1.0811548233032227
original_development,BroetchenAufschneiden,219,1,m1_alpha_1p0,1.1524829864501953
original_development,BroetchenAufschneiden,221,1,m1_alpha_1p0,-0.924098014831543
original_development,BroetchenAufschneiden,223,1,m1_alpha_1p0,1.7837343215942383
original_development,BroetchenAufschneiden,225,1,m1_alpha_1p0,-1.022359848022461
original_development,BroetchenAufschneiden,227,1,m1_alpha_1p0,1.6436471939086914
original_development,BroetchenAufschneiden,229,1,m1_alpha_1p0,-1.129079818725586
original_development,BroetchenAufschneiden,231,1,m1_alpha_1p0,0.45145606994628906
original_development,BroetchenAufschneiden,233,1,m1_alpha_1p0,0.018891334533691406
original_development,BroetchenAufschneiden,235,1,m1_alpha_1p0,-2.1124753952026367
original_development,BroetchenAufschneiden,237,1,m1_alpha_1p0,1.079768180847168
original_development,BroetchenAufschneiden,239,1,m1_alpha_1p0,-1.9737520217895508
original_development,BroetchenAufschneiden,241,1,m1_alpha_1p0,1.63458251953125
original_development,BroetchenAufschneiden,243,1,m1_alpha_1p0,-2.303243637084961
original_development,BroetchenAufschneiden,245,1,m1_alpha_1p0,-0.5614204406738281
original_development,Einnehmen,161,3,m1_alpha_3p0,-6.115145683288574
original_development,Einnehmen,163,3,m1_alpha_3p0,-5.097736358642578
original_development,Einnehmen,165,3,m1_alpha_3p0,-3.9565553665161133
original_development,Einnehmen,167,3,m1_alpha_3p0,-5.589845657348633
original_development,Einnehmen,169,3,m1_alpha_3p0,-5.373675346374512
original_development,Einnehmen,171,3,m1_alpha_3p0,-5.247703552246094
original_development,Einnehmen,173,3,m1_alpha_3p0,8.153413772583008
original_development,Einnehmen,175,3,m1_alpha_3p0,-3.7863082885742188
original_development,Einnehmen,177,3,m1_alpha_3p0,2.268970489501953
original_development,Einnehmen,179,3,m1_alpha_3p0,-7.742606163024902
original_development,Einnehmen,181,3,m1_alpha_3p0,-8.793569564819336
original_development,Einnehmen,183,3,m1_alpha_3p0,-5.345022201538086
original_development,Einnehmen,185,3,m1_alpha_3p0,-9.519360542297363
original_development,Einnehmen,187,3,m1_alpha_3p0,6.292547225952148
original_development,Einnehmen,189,3,m1_alpha_3p0,-7.492917060852051
original_development,Einnehmen,191,3,m1_alpha_3p0,2.566600799560547
original_development,Einnehmen,193,3,m1_alpha_3p0,-6.981066703796387
original_development,Einnehmen,195,3,m1_alpha_3p0,4.2883758544921875
original_development,Einnehmen,197,3,m1_alpha_3p0,-6.4069366455078125
original_development,Einnehmen,199,3,m1_alpha_3p0,-6.753191947937012
original_development,Einnehmen,201,3,m1_alpha_3p0,-2.576162338256836
original_development,Einnehmen,203,3,m1_alpha_3p0,4.082515716552734
original_development,Einnehmen,205,3,m1_alpha_3p0,-8.221915245056152
original_development,Einnehmen,207,3,m1_alpha_3p0,-7.3658905029296875
original_development,Einnehmen,209,3,m1_alpha_3p0,12.165624618530273
original_development,Einnehmen,211,3,m1_alpha_3p0,-6.64362907409668
original_development,Einnehmen,213,3,m1_alpha_3p0,-2.6659421920776367
original_development,Einnehmen,215,3,m1_alpha_3p0,-6.743451118469238
original_development,Einnehmen,217,3,m1_alpha_3p0,8.400177001953125
original_development,Einnehmen,219,3,m1_alpha_3p0,-7.338706970214844
original_development,Einnehmen,221,3,m1_alpha_3p0,-4.89107608795166
original_development,Entschuldigung,129,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,131,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,133,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,135,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,137,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,139,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,141,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,143,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,145,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,147,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,149,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,151,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,153,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,155,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,157,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,159,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,161,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,163,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,165,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,167,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,169,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,171,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,173,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,175,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,177,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,179,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,181,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,183,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,185,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,187,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Entschuldigung,189,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,FestellenDiagnose,141,1,m1_alpha_1p0,-0.7940959930419922
original_development,FestellenDiagnose,143,1,m1_alpha_1p0,0.6490330696105957
original_development,FestellenDiagnose,145,1,m1_alpha_1p0,-0.9651961326599121
original_development,FestellenDiagnose,147,1,m1_alpha_1p0,0.46689414978027344
original_development,FestellenDiagnose,149,1,m1_alpha_1p0,-1.9813427925109863
original_development,FestellenDiagnose,151,1,m1_alpha_1p0,-1.4914007186889648
original_development,FestellenDiagnose,153,1,m1_alpha_1p0,-1.265512466430664
original_development,FestellenDiagnose,155,1,m1_alpha_1p0,0.010906219482421875
original_development,FestellenDiagnose,157,1,m1_alpha_1p0,-1.3272361755371094
original_development,FestellenDiagnose,159,1,m1_alpha_1p0,-2.252979278564453
original_development,FestellenDiagnose,161,1,m1_alpha_1p0,-1.5954313278198242
original_development,FestellenDiagnose,163,1,m1_alpha_1p0,-2.2234482765197754
original_development,FestellenDiagnose,165,1,m1_alpha_1p0,-0.4664630889892578
original_development,FestellenDiagnose,167,1,m1_alpha_1p0,-2.549161911010742
original_development,FestellenDiagnose,169,1,m1_alpha_1p0,-1.5686368942260742
original_development,FestellenDiagnose,171,1,m1_alpha_1p0,-1.8231277465820312
original_development,FestellenDiagnose,173,1,m1_alpha_1p0,-1.9934101104736328
original_development,FestellenDiagnose,175,1,m1_alpha_1p0,-1.8221416473388672
original_development,FestellenDiagnose,177,1,m1_alpha_1p0,-0.20256328582763672
original_development,FestellenDiagnose,179,1,m1_alpha_1p0,-1.6389904022216797
original_development,FestellenDiagnose,181,1,m1_alpha_1p0,-0.05682659149169922
original_development,FestellenDiagnose,183,1,m1_alpha_1p0,-1.684518814086914
original_development,FestellenDiagnose,185,1,m1_alpha_1p0,-1.4761505126953125
original_development,FestellenDiagnose,187,1,m1_alpha_1p0,-0.6488895416259766
original_development,FestellenDiagnose,189,1,m1_alpha_1p0,-0.6141424179077148
original_development,FestellenDiagnose,191,1,m1_alpha_1p0,-1.1983528137207031
original_development,FestellenDiagnose,193,1,m1_alpha_1p0,0.06937122344970703
original_development,FestellenDiagnose,195,1,m1_alpha_1p0,-1.896906852722168
original_development,Frieren,152,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,154,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,156,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,158,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,160,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,162,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,164,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,166,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,168,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,170,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,172,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,174,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,176,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,178,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,180,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,182,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,184,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,186,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Frieren,188,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,104,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,106,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,108,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,110,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,112,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,114,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,116,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,118,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,120,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,122,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,124,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,126,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,128,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,130,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,132,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,134,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,136,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,Glas,138,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,IdiomPffIgnorieren,122,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,IdiomPffIgnorieren,124,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,IdiomPffIgnorieren,126,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,IdiomPffIgnorieren,128,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,IdiomPffIgnorieren,130,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,IdiomPffIgnorieren,132,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,IdiomPffIgnorieren,134,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,IdiomPffIgnorieren,136,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,IdiomPffIgnorieren,138,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,IdiomPffIgnorieren,140,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,IdiomPffIgnorieren,142,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,IdiomPffIgnorieren,144,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,IdiomPffIgnorieren,146,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,IdiomPffIgnorieren,148,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,IdiomPffIgnorieren,150,0,legacy_a1_ensemble_hamer_fallback,0.0
original_development,IdiomPffIgnorieren,152,0,legacy_a1_ensemble_hamer_fallback,0.0
